id	text	metadata	region_main_id	region_main	region_sub_id	region_sub	date_str	date_min	date_max	date_circa
331745	και δη τοι τελεουσι σ υποχθονιωι βασιληι.	Italia — Hipponion-Vibo Valentia — ca. 400 BC — SEG 26.1139, l. 13 (translit.) — Hellenika 38 (1987) 15-16 (K. Tsantsanoglou, G.M. Parassoglou)	1696	Sicily, Italy, and the West (IG XIV)	1689	Italy, incl. Magna Graecia	 ca. 400 BC 	-400.0	-400.0	1.0
273204	ετους μαδ--- μακουλεινα απολλων[ιω] τω γλυ[κυτα]τω ανδρι ---.	Phryg., Ctr. — Sebaste: Sazak — 173/4 AD	1702	Asia Minor	1679	Phrygia	 173/4 AD	173.0	174.0	0.0
168844	[--] γυν[--] [------]μου ο και παπιας οικοδομησας τον πυ[λωνα] [και καθιερωσ]ας τον τοπον διι υψ[ισ]τω ευχην -[---] [- το δε τρι]τον μερος εστιν διος κ[αι -------].	Nicopolis ad Istrum and Marcianopolis, betw. — Madara — 2nd/1st c. BC	1697	Thrace and the Lower Danube (IG X)	1687	Thrace and Moesia Inferior 	 2nd/1st c. BC	-200.0	-1.0	0.0
299805	ειλεως μοι ο σεραπις και οι θεοι παντες.	Dacia Sup. — Alburnus Maior (Roșia Montană)? — Abrud — 2nd/3rd c. AD — CIG 6814 — IGR I 538 — SEG 27.414	1697	Thrace and the Lower Danube (IG X)	1673	Dacia 	 2nd/3rd c. AD 	101.0	300.0	0.0
331023	παραμονος ονησιμου.	Gallia Narbonensis — Olbia (L'Almanarre): L'Acapte — excerpt (name only) — 2nd/1st c. BC — PdP 37 (1982) 367	1696	Sicily, Italy, and the West (IG XIV)	1635	Gallia	 2nd/1st c. BC 	-200.0	-1.0	0.0
215181	ροδω σολφια αππιου ρωμαια χρηστη χαιρε.	Delos — Rheneia — late 2nd/early 1st c. BC	1699	Aegean Islands, incl. Crete (IG XI-[XIII])	1672	Delos (IG XI and ID) 	 late 2nd/early 1st c. BC	-150.0	-51.0	0.0
349826	[------------------] [--------------]0[--] [--------------]οντατε [--------------] ον εξ ων [--------------]0 παρελα[βο----------- συμμ]αχιας [-------------]α τους πα [------------ ρ]ωιμαιους των [---------- ανδρ]ες μιθριδατου [-------------] εφ οις υπο [----------------] [----------------] [----------------] [----------------] [----------------] λ[---------------] υο[---------------] σο[---------------] πο[---------------] νω[---------------].	Kos Isl. — Kos — reign of Claudius — Chiron 38 (2008) 219, 27 — SEG 58.857	1699	Aegean Islands, incl. Crete (IG XI-[XIII])	1646	Cos and Calymna (IG XII,4)	 reign of Claudius 	41.0	54.0	0.0
348286	ετους ρπγ μηνος περειτιου μεις εξ ατταλου κολα σας [ας] τους ιδιους περι των ιδιων υπαρχοντων ινα μηδεν[ι] εξον ειναι μητε πωλειν μητε υποθηκην τιθειν αλλα υπο των ιδιων οικονομεισθαι και οσα επιζητει εκ των ιδιων γεινεσθαι αυτω εαν δε τις απειθηση χωρις της εκεινου συνχωρησεος εκ των ιδιων δαπανησας ειλασαιται αυτον μετα μηνος λαβανα.	Lydia — Silandos (Karaselendi), area of? — 99 AD — EA 28 (1997) 70, 2 — SEG 53.1358 (cf.)	1702	Asia Minor	1654	Lydia	 99 AD 	99.0	99.0	0.0
63959	[-------- γρ]αμματ----- λι---αν ινα ει[------ ευσχ]ημονως [επιμ]εληται τα ------ λην κ---αι ο[ι καθε]σταμενοι ιε[ροποιοι] κατ εν[ιαυτ]ον [εκ]αστον αλειφ[ετωσαν και] στεφαν[ου]τωσαν την εικονα κα[θ εκαστην] νουμηνιαν μηθενι δε [εξεστω] των συνοδιτων εναντιον μηθε[ν πρα]ξαι ταις προγεγραμμεναις τιμαις [εαν δε πρασ]σηι [ε]νο[χο]ν αυτον ειναι τηι ιεροσυλ[ιαι] και π[ροσ]αποτεισατω δραχμας πεντ[α]κ[οσιας και εξε]στω τωι [β]ουλομενωι ενε[χυραζειν αυτον τας δ]ε προγεγραμμενας τιμας και φιλ[ανθρω]πιας υπαρχειν δι αιωνος δεκμ[ωι --]ιλιωι μααρκο[υ] ρωμαιωι οπως [δ αν π]αντες επιγνωσ[ιν] την της συνοδου [ευχαρισ]τιαν και μεγαλομερειαν ---- ----- δεκμος και [ο γρα]μματευς ----κ[-- ανα]γ[ρ]αψατ[ω]σαν το[δε το ψ]ηφισμα εις [σ]τηλην [λιθι]νην και αναθε[σατωσαν] εν τωι [ιερωι παρα τ]ην εικονα.	Delos — end 2nd c. BC	1699	Aegean Islands, incl. Crete (IG XI-[XIII])	1672	Delos (IG XI and ID) 	 end 2nd c. BC	-150.0	-101.0	0.0
235251	[αυτοκρατωρ καισαρ θεου αντωνινου υος θεου ουηρου παρθικου αδελφ]ος θ[εου τραιανου παρθικου εκγονος θεου αδριανου υωνος μαρκος αυρηλιος αντωνινος σεβαστος γερμανικος α]ρχιερε[υς μεγιστος δημαρχικης εξουσιας το -] [αυτοκρατωρ το - υπατος το πατηρ πατρι]δ[ος ανθυπατος και αυτοκρατωρ καισαρ λουκιος αυρηλιος κομμοδος μαρκου αυρηλιου αντωνινου υος αυτοκρατ]ορος [θεου ευσεβους αντωνινου υων]ος θεου τραια[νου αδριανου εκγονος θεου] [τραιανου απογονος σαρματικο]ς γερμανικο[ς αυτοκρατωρ το - υ]πατος το πατη[ρ πατριδος ------------] [---------------]ια [--------------]τον των εκ των χω[---------------] ανδρασιν επι την των[----------] [----------]ον κουαδρατον διδασκ[-------------]α διαταξαντες επεστειλατ[ε ---------] [------------]ν ανδρας αξιολογους οις τ[------------]ν ποιησασθαι βεβουλησθε υ[---------] [---------- τ]ω κουαδρατω ταυθ ημων ταλ[---------]σθαι δηλον δ ως ποιησεσθε α[---------] [---------- ε]πιστειλας ποιησει φροντισας κα[ι ------]ς τετταρας ισας ως ραδιον ε[--------] [----------]τε. ορθως δε εποιησατε και επιστε[------]ε ωσπερ δη και εις τας εκκλ[ησιας -------] [----------]ιον υμιν εδιδομεν του γραφειν ωδη[ν και ου[νεκα προσειμεθα ηδεω[ς -----------] [-------- περι με]ντοι της του αρχοντος καταστασεως [λεγομε]ν υμειν ευγνωμονως εκ[---------] [---------- επιτ]ροπους εξ ων επιλεξομεθα τον επιτρ[οπον ος] την αυτων γνωμην υπ[-----------] [------------] τοιουτον επιστελειτε τα γραμματα εκ[ει. ευτυ]χειτε. [αυτοκρατωρ καισαρ θεο]υ αντωνινου υος θεου ουηρου παρθικου [αδελφο]ς θεου τραιανου 0[αρθικου εκγονος θεου αδριανου υωνος μαρκος αυ]ρηλιος αντωνινος σεβαστος γερμανικ[ος αρχι]ερευς μεγιστο[ς δημαρχικης εξουσιας το -] [αυτοκρατωρ το - υπα]τος το πατηρ πατριδος ανθυπατος [και αυτοκρατωρ καισαρ λουκιος αυρηλιος κομμοδος μαρκου αυρηλιου αντωνινου σ]εβαστου υος θεου ευσεβου[ς αυτοκρατορος α]δριανου [αντωνινου υωνος θεου αδριανου] [εκγονος γερμανικος σαρ]ματικος δημα[ρχικης εξουσιας το - αυτο]κρατω[ρ το - ----------] ----ων---------εγαις --------ν αλλον -------υ θαλλο[υ ---] ---ν συναρ[χο---] [-- τ]ην συνθ[ηκην --] ---νον επα--------ας την --------εντεθ---------αις ----------ρειν---------ονεχε--------ογραφ--------αλλα-----.	Att. — Athens — 179/180 AD — Oliver, GC 193-203	1701	Attica (IG I-III)	1700	Attica	 179/180 AD 	179.0	180.0	0.0
311495	[--------------------------------] [--------] του κ ετους και προστεταχεν μη[θενι εις το λοιπον εγκαλειν] μηθενα υπερ τουτων μηδε διακουειν [περι των ετι εγκαλουμενων μηθενα] προστεταχεν δε και τους ανακεχωρηκοτ[ας εν τοις εμπροσθεν χρονοις] δια το ενεσχησθαι αιτιαις καταπορευεσθ[αι εις τας ιδιας και γινεσθαι] προς αις και προτερον ησαν εργασιαις και κομ[ιζεσθαι τα ετι υπαρχοντα] απρατα απο των ιδιων αυτων των δια ταυτα [παρ εκαστοις ηνεχυρασμενων] τους δε στρατευομενους διορθουσθα[ι μηθεν των εις τα τελη ανηκοντων] αφιησι δε και τ[ους στρ]ατιωτας τους τε πε[ζους και τους ιππεις παντας] τους εκ του [λογου των α]ναδεδομενων ο[πλων τι οφειλοντας τα τε αλλα παντα] τα οφειλ[ομενα παρ αυτων ει]ς τας τιμας [ων προειληφασιν εκ του βασιλικου] προστε[ταχεν δε και μηθενα κακ]οτεχνειν περι μηθεν[ος των προγεγονοτων] μηδε παρα [τα εν τουτοις διηγορ]ευμενα πρασσειν κατ[α μηδεμιαν παρευ]ρεσιν μηδε [τους επι των πραγματ]ων τεταγμενους [περι μηθενος τουτων] ευθυνειν μ[ηδενα ει δε μη θανα]τωι ζημιουσθαι εξετεθ[η ------] εκ της παρα του βασιλεως πεμφθεισης επιστολης βασιλευς πτ[ολεμαιος ταις εν] κυπρωι τεταγμεναις πεζ[ικαις και ιππικαις] και ναυτικα[ις δυναμεσι χαιρ]ειν και υμας δ οιομεθα δε[ι]ν [ειδεναι τηνδε] λαβοντας [επιστολην οτι] αρχηγοι γεγονατε του και εν [κυπρωι παντα] ως ηρμοζε[ν ημιν χωρειν] και των κατ αιγυπτον πραγμα[των ημας κυριους] καταστηνα[ι διο προτι]μηθεντας δ εσχετε και τους ε[κ της νησου γενομενους] παντ[α]ς και τους πρ[οσκ]ληθεντας εξωθεν υφ ημων μν[ημονευοντες δε τουτων] και της γεγενημενης ημιν μεθ υμων συναναστροφ[ης και της ευνοιας νυν τε πολυ] μαλλον εκκα[υθ]εντες και μεριμνησαντες τι αντ[αποδωμεν υμιν επει ωμοσατε] παρα [π]αντα τον [βι]ον και μεχρι της εσχατης αναπν[οης τα πραγματα ημιν δια]σωσαι δια βιου τε τας σιταρχιας απασιν εταξαμε[ν δουναι ο ουδεις των ημετερω]ν προγονων μνημονευεται πεποιηκως και τ[α αλλα ων μνειαν παραγεγονοτες] εις πηλουσιων εποιησαμεν προσθεν[τε]ς [-------------] [----]--- --------ντου-[---]-η[----------------].	Kypros — Prov. unkn. [Cyprus Mus., Nikosia] — 145/144 BC — SEG 16.784 = I.Kition 2017 — AC 56 (1987) 254-259 (F. Piejko)	1680	Cyprus ([IG XV])	1681	unspecified subregion	 145/144 BC 	-145.0	-144.0	0.0
1047	[ονεσιμος] αν[εθεκεν. ο σμικυθο. τα]θεναια[ι α]πα[ρχεν].	Att. — Athens: Akropolis — c. 485-480? a. — IG I² 759(389); DAA 349	1701	Attica (IG I-III)	1700	Attica	 c. 485-480? a. 	-485.0	-480.0	1.0
13500	γναιο[ς ---]στε --.	Att. — aet. Rom.	1701	Attica (IG I-III)	1700	Attica	 aet. Rom.	-200.0	600.0	0.0
75685	----------------------- [δαμιω]ργου δε καιρογενευς λευ- - αυτοκρατωρ καισαρ θεου υιος σεβαστος αρχιερευς υπατος το δωδεκατον αποδεδειγμενος και δημαρχικης εξουσιας το οκτωκαιδεκατον κνιδιων αρχουσι βουληι δημωι χαιρειν. οι πρεσβεις υμων διονυσιος και διονυσιος του διονυσιου ενετυχον εν ρωμη μοι και το ψηφισμα αποδοντες κατηγορησαν ευβουλου μεν του αναξανδριδα τεθνειωτος ηδη τρυφερας δε της γωναικος αυτου παρουσης περι του θανατου του ευβουλου του χρυσιππου. εγω δε εξετασαι προσταξας γαλλωι ασινιωι τωι εμωι φιλωι των οικετων τους ενφερομενους τηι αιτια δια βασανων εγνων φιλεινον τον χρυσιππου τρεις νυκτας συνεχως επεληλυθοτα τηι οικια τηι ευβουλου και τρυφερας μεθ υβρεως και τροπωι τινι πολιορκιας τηι τριτηι δε συνεπηγμενον και τον αδελφον ευβουλον τους δε της οικιας δεσποτας ευβουλον και τρυφεραν ως ουτε χρηματιζοντες προς τον φιλεινον ουτε αντιφραττομενοι ταις προσβολαις ασφαλειας εν τηι εαυτων οικια τυχειν ηδυναντο προστεταχχοτας ενι των οικετων ουκ αποκτειναι ω[ς] ισως αν τις υπ οργης ου[κ] αδικου προηχθη αλλα ανειρξαι κατασκεδασαντα τα κοπρια αυτων τον δε οικετην συν τοις καταχεομενοις ειτε εκοντα ειτε ακοντα -- αυτος μεν γαρ ενεμεινεν αρνουμενο[ς] -- αφειναι την γαστραν [κα]ι τον ευβουλον υποπεσειν δικαιοτερον αν σωθεντα ταδελφου. πεπονφα δε υμειν και α[υ]τας τας ανακρισεις. εθαυμαζον δ αν πως εις τοσον εδεισαν την παρ υμειν εξετασιαν των δουλων οι φ[ευ]γοντες την δικην ει μη ποι σφοδρα αυτοις εδοξ[ατε] χαλεποι γεγονεναι και προς τα εναντια μισοπονη[ροι] μη κατα των αξιων παν οτιουν παθειν επ αλλο[τριαν] οικιαν νυκτωρ μεθ υβρεως και βιας τρις επεληλυ[θο]των και την κοινην απαντων υμων ασφαλεια[ν αφαι]ρουντων αγαωιχτουντες αλλα κατα των και η[νικ η]μυνοντο ητυχηκοτων ηδικηκοτων δε ουδ εστ[ιν οτι]. αλλα νυν ορθως αν μοι δοκειτε ποιησαι τηι εμηι [περι του]των γνωμηι προνοησαντες και τα εν τοις δημ[οσιοις] υμων ομολογειν γραμματα. ερρωσθε.	Astypalaea — 6 BC — IG XII,3 Suppl. p. 278	1699	Aegean Islands, incl. Crete (IG XI-[XIII])	1547	Doric Sporades (IG XII,3) 	 IG XII,3 Suppl. p. 278	-6.0	-6.0	0.0
263771	ετους μηνος ξανδικου. τατιας γλυκωνος υπερ μα---- ---.	Lyd., N.E. — Kollyda (İncesu-Gölde) — 115/6 AD	1702	Asia Minor	1654	Lydia	 115/6 AD	115.0	116.0	0.0
149134	[-]σ [---- αυ]τοκρατο[ρα καισαρα] μαρκο[ν αυρηλιον] [σεουηρον αντω]νεινο[ν σεβαστον] σωτηρα [----] νεικολα[ος --].	Magnesia — Demetrias: Volos — 212-217 AD	1698	Central Greece (IG VII-IX)	899	Thessaly (IG IX,2) 	 212-217 AD	212.0	217.0	0.0
327899	[--]ασλανοιοσ.	Illyria — Nikaia (Klos) — Hellenistic period — BE (1980) 307	1692	Northern Greece (IG X)	1463	Epeiros, Illyria, and Dalmatia 	 Hellenistic period 	-323.0	-31.0	0.0
232258	κλωδια [----].	Att. — Athens: Agora — aet. Rom.	1701	Attica (IG I-III)	1700	Attica	 aet. Rom.	-200.0	600.0	0.0
317782	[απολ]λωνιος [----]ου χρηστος χαιρε.	Kos Isl. — Kos — 3rd/2nd c. BC	1699	Aegean Islands, incl. Crete (IG XI-[XIII])	1646	Cos and Calymna (IG XII,4)	 3rd/2nd c. BC	-300.0	-101.0	0.0
43337	αντιλαιδας.	Akarnania — Palairos — 3rd c. BC	1698	Central Greece (IG VII-IX)	1659	Phokis, Lokris, Aitolia, Akarnania, and Ionian Islands (IG IX,1) 	 3rd c. BC	-300.0	-201.0	0.0
306857	επι αθανοδοτου βατρομιου.	Mys. [Rhod.] — Pergamon — Hellenistic period — IvP II 813	1702	Asia Minor	1674	Mysia [Kaïkos], Pergamon	 Hellenistic period 	-323.0	-31.0	0.0
290821	επ[οεσεν].	Att. — end 6th c. BC — SEG 13.36	1701	Attica (IG I-III)	1700	Attica	 end 6th c. BC 	-550.0	-501.0	0.0
184152	ξανθιππως δημητρι περσεφονηι ιακχωι δημητριον ξανδανθιεθδ.	N. Black Sea — Olbia — 5th c. BC — Arkheolohiia (1971.4) p. 33, XI	1683	North Shore of the Black Sea	1684	unspecified subregion	 Arkheolohiia (1971.4) p. 33, XI	-500.0	-401.0	0.0
349198	[--α]φροδε[ι--] [μελι]τινης [--].	Lydia — Philadelphia (Alaşehir) — Sanct. of Phil(e)is (nr. Killik) — 2nd-4th c. AD — EA 6 (1985) 123, 46 — SEG 35.1219 — M. Paz de Hoz, Kulte (1999) 251, 40.80	1702	Asia Minor	1654	Lydia	 2nd-4th c. AD 	101.0	400.0	0.0
307591	επ ιε[ρεως] θεαιδη[τ]ου.	Mys. [Rhod.] — Pergamon — 205-175 BC (Per. III)	1702	Asia Minor	1674	Mysia [Kaïkos], Pergamon	 205-175 BC (Per. III)	-205.0	-175.0	0.0
337452	[-----------------------------] [-----------------------------] ω[---]ρι [σα]βαωθ μουλαχδεδα μαρμροωθ ιαωβρατιαω αβραθι αεμιο[υ]ω εμιουω ηηηη εεε αα ωωωω οοο υυ ιιιι μιουω ηηη εεε αα ωωω οοο υυ ιιιι ιουω ηηη εεε αα ωω οοο υυ ιι ουω ηηη εεε αα ω οοο υυ ι υω ηη εεε αα οοο υυ ιαω ω ηη εεε α αββα γγβ οο υυ ιαω αββα ου εω υυ ηω υ.	Italia — Roma? (fnd. on the Esquiline) — 5th c. AD — MedAnt 7,2 (2004) 711-725 (M.G. Amadasi, G. Bevilacqua)	1696	Sicily, Italy, and the West (IG XIV)	1689	Italy, incl. Magna Graecia	 5th c. AD 	401.0	500.0	0.0
296288	[---------------] [--- πελε]θρα [--------] [--- πελ]εθραιας πεμπ[ε ----] [--- ετ]τα πελεθραιας [----] [-- πελεθ]ρα ικατιεννεα [----] [----]ε δικαιος κρο[---] [-----]πεμπε σ[----] [-----]πβασα[------] [------]0[--------] [---------------].	Thessalia (Pelasgiotis) — Larisa — ca. 200-190 BC — IG IX,2 1014 — Demetrias I (1976) 159, C (C. Habicht)	1698	Central Greece (IG VII-IX)	899	Thessaly (IG IX,2) 	 ca. 200-190 BC 	-200.0	-190.0	1.0
233146	[--------------------------] [-----------------------]ανκ[--] [----------------------]ε απογρα [--------------------]οις οτι ο δ[ημος ------------------]αγωνιειν [-------------------]ι τα φιλανθρω[πα ------------------] καλεσαι ε [πι -- εις το πρυτανειον εις αυριον ]. [--------------------------].	Att. — Athens: Agora — non-stoich. — c. 200 a. — Hesp. 37.1968.271,10 — SEG 25.111	1701	Attica (IG I-III)	1700	Attica	 c. 200 a. 	-200.0	-200.0	0.0
223355	ριφθεις εξ ιππων απ οχηματος ενθ ισιδωρος σωθεις αντι ποδων θηκεν ιχνος μακαρι.	Eg. — Alexandria — 2nd c. BC — A. Adriani, AMGR (1935-39) 145-146 — A. Adriani, Repertorio A,II (1961) 51, 188	1695	Egypt, Nubia and Cyrenaïca	1694	Egypt and Nubia	 2nd c. BC 	-200.0	-101.0	0.0
7436	ιεριας γης θεμιδος.	Att. — aet. imp.	1701	Attica (IG I-III)	1700	Attica	 aet. imp.	-27.0	284.0	0.0
336994	[ιπ]π[οκ]ρατευς.	Sikelia [Rhodos] — Prov. unkn. [Cefalù Mus., Mandralisca coll.] — ca. 186-145 BC (periods IIIb-Va, Finkielsztejn) — Atti. Quarte giornate int. di studi sull'area elima II (2003) 595, 29 (B. Garozzo)	1696	Sicily, Italy, and the West (IG XIV)	1686	Sicily, Sardinia, and neighboring Islands	 ca. 186-145 BC (periods IIIb-Va, Finkielsztejn) 	-186.0	-145.0	1.0
319977	---------------- παρασταρωμανω ιατρος ο φιλοχριστος γεβαλων και τενου εις τας εξοδους και εισοδους αυτου.	Pal. — Mampsis — Byzantine period — A. Negev, Greek Inscriptions from the Negev (1981) 71, 86	1693	Greater Syria and the East	1657	Palaestina	 Byzantine period 	330.0	1453.0	0.0
285592	τρισσους ευωδεινος αφ ερμιονης λιπεν ανδρων κηδεμονας λευσει δ ουδενα γηροκομον αλλ ο μεν εν δηλω θανε παμφιλος ανδρομαχος δε νερθε ροδου πατρας δ ενδοθεν ερμιονη α δε πολυθρηνητος επεφθιτο ματερι κουρα παμφιλη ωραιων ουκ επιβασα γαμων ουδε καταφθιμενων αυτα κονις αλλα γαρ αλλα γα κατεχει μναμαν δ εις εφυλαξε ταφος.	Syr. — Seleukia Pieria (Samandaǧ) — 1st c. BC — SEG 37.1459	1702	Asia Minor	1662	Cilicia and Isauria	 1st c. BC 	-100.0	-1.0	0.0
231989	[---]κλης [-]ροφισλο[υ] ιλησιος.	Att. — Athens: Agora — aet. Rom.	1701	Attica (IG I-III)	1700	Attica	 aet. Rom.	-200.0	600.0	0.0
237320	χαιρεστρατου χα[ιρεστρατου].	Att. — Athens: Kerameikos — non-stoich. — ca. 260-240 BC	1701	Attica (IG I-III)	1700	Attica	 ca. 260-240 BC	-260.0	-240.0	1.0
304098	καλατυ[χε] χρηστε χαιρε.	Kypros — Polemidia (Limassol Dist.) — 2nd/3rd c. AD — RDAC (1989) 144, 9	1680	Cyprus ([IG XV])	1681	unspecified subregion	 2nd/3rd c. AD 	101.0	300.0	0.0
295781	επι σλασιοι.	Doris — Keramidario — ca. 500 BC — BCH 114 (1990) 460, 11	1698	Central Greece (IG VII-IX)	1434	Doris	 ca. 500 BC 	-500.0	-500.0	1.0
333634	το κακην υπο κα κου κακως.	Italia — Herculaneum (Ercolano) — 1st c. AD — SEG 26.1138, l. 4 — AJPh 101 (1980) 316-317 (M. Giangrande)	1696	Sicily, Italy, and the West (IG XIV)	1689	Italy, incl. Magna Graecia	 1st c. AD 	1.0	100.0	0.0
312822	αρχιμηδης ενθαδε κιμε ουκ ημην κε εγενομην ουκ ιμι κε ου μελι μοι χερε παροδιτα.	Makedonia (Bottiaia) — Beroia — ca. 150-200 AD — Tekmēria 5 (2000) 88, 1 — AnnÉp (2000) 1296	1692	Northern Greece (IG X)	1485	Macedonia 	 ca. 150-200 AD 	150.0	200.0	1.0
284854	παρθενιος ερμοκρατους ολυμπηνος τον τυμβον εαυτω μητρι γυναικι τεκνοις αλλως δε ουδεις ενθαψει τινα η εκτεισει τω φισκω ων το τριτον ο ελενξας λαβετω ει μ η τινι ενγραφως επιτρεψω.	Lycia, E. — Olympos — Rom. Imp. period	1702	Asia Minor	1669	Lycia	 Rom. Imp. period	-27.0	284.0	0.0
228200	β το προσκυνημα σημερον γαιου διοσκορου -- μακρεινου δις ιερεως γομου γενομενου μετα της συμβιου και των τεκνων και παμεχημις ετους παχων.	Nub. — Kertassi — 214 AD	1695	Egypt, Nubia and Cyrenaïca	1694	Egypt and Nubia	 214 AD	214.0	214.0	0.0
279729	ιφθιμωι τοδ επ ανδρι φιλη πολις ηινες αχαιωι γραμμα παρ ευυδρου ναμασιν ασκανιης κλαυσε δε μιν νικαια πατηρ δ επι οι διομηδης λαινον υψιφαη τονδ ανετεινε ταφον δυσμορος αιαζων ολοον κακον η γαρ εωικει υιεα οι τινειν ταυτα κατοιχομενωι.	Bith. — Nikaia (Iznik) — 1st c. BC — Anth.Pal. 7.701 — GVI 664	1702	Asia Minor	1666	Bithynia	 1st c. BC 	-100.0	-1.0	0.0
327641	[θιο]ς ε[δ]οξε τη πολι λεβαδει[ηων] ανθεμεν το[ν 0]ρεφω[νιον] κατα[βαντα] [εν τον θησαυρον] νομισμα αργ[υριω] δεκα δραχμαων ειλυτας δεκα κατα αυτ[ον] κη οστις η ενκαταβεβαων αντεθεικε πλ[ι]ον δεκα δραχμαων ειλυτας δεκα γραφεμεν αυτω[ς] εν ταν σταλαν α[μ]υντα[ς] πε[ρδικ]κα μακεδονων βασιλευ[ς] καταβας [το] μαντ[ι]ον υπερ αυτοσαυτω ανεθεικε [πεν]τε δαρικους ειλυτας ικατι αρχεναυιδας δαμ[ε]α πελλανευς κατα[βας] ανεθεικε αργυριω [τ]ρις μνας τηλ[ε]μαχος πολεμαρχου δωριευ[ς] εκ κυτενιου τρεφωνιω εν τον θησαυρον δαρικους δυο [δραχμ]α[ς εκ]ατο[ν] και δεκα πεντε αισιων [---ο]υ [μιλ]ησιος τρι[ακοντα] δραχμ[ας ---------]ατ[-------]πεντε [ευ]α[νθι]δ[ας μικριωνος λοκρ]ος [δ]α[ρι]κον ευανθιδας μικριωνος λοκρος εβδομεικοντα δραχμας [--- αρχεναυ]ιδας δαμεα πελλ[ανευς --------------------] ευανθιδας μικριωνος λοκρος [εβδομ]εικον[τα] δραχμας [-------------] αργυριω [------------------] πυθονικος φιλοκρατειος ταναγρηος δεκα στατηρας πυθονικος φιλοκρατειος ταναγρηο[ς] δεκα στατηρας πουθονικος ταναγρηος φιλοκρατειος τριακοντα [σ]τατηρας [----------------] πεντε στατηρα[ς -----]καλ[--------] αριστιωνος χαλκιδευς [-------] ασσκλαπιαδας ζηνοδοτω [-----] τε στατηρας [-----------] ευανθιδας [μικριωνος λοκρος] αργυριω μ[νας -----------] [-----------------] στατηρας [-------------] [-----------------] [-----------------]πολιος ανε[θεικεν ----------] [-----------------] [-----------------]πωνος καπι[ωνος ------ εν απολ]λωνος το [-------------] [-----------------] εν το εληοχ[ριστιον ---------] [-----------------] [-----------------] [-----] δεκα [------------] [-----------------] [-----------------] [-----------------] [-----------------] [--------------- α πο]λις τοις θιοις α[νεθεικε].	Boiotia — Lebadeia — late 3rd c. BC — IG VII 3055 — A. Schachter, Cults of Boiotia 3 (1994) 86-88 — cf. SEG 48.571	1698	Central Greece (IG VII-IX)	1691	Megaris, Oropia, and Boiotia (IG VII) 	 late 3rd c. BC 	-250.0	-201.0	0.0
227133	ασκληπιοδ[ωρος ευ]βουλος ευ[βουλου] σαραπ[ει].	Eg. — Alexandria: Sarapieion — beg. 3rd c. BC — SEG 24.1167/8,a — SB 8.9738 = 10.10681	1695	Egypt, Nubia and Cyrenaïca	1694	Egypt and Nubia	 beg. 3rd c. BC 	-300.0	-251.0	0.0
323427	[---] ροδιω[ν ---] [---] αγαθ[---] [---] τουτο [---] [---]κιας αγημο[νος] [--] επι υποθηκ[ηι] [--]ν αυτωι πασ[ι].	Aeg. Isl. — Amorgos: Minoa — 2nd c. BC — PAAH (1981) 309 — BE (1984) 312	1699	Aegean Islands, incl. Crete (IG XI-[XIII])	1443	Amorgos and vicinity (IG XII,7) 	 2nd c. BC 	-200.0	-101.0	0.0
277704	[επι ---]νιου καλλιππιδου [- - ε]κτηι αγαθηι τυχηι [----]κοντες και συνε[δροι] [----] τοις υφ αυτους τη[-] [--- ε]νιαυτου τα οψων[ια] [---]μηνου κ[--]ειδου να[-] [---] ευξενου και μα[---] [----- αργ]υριον α[---] [--------]θε[----].	Bith. — Kios (Gemlik) — 4th c. BC	1702	Asia Minor	1666	Bithynia	 4th c. BC	-400.0	-301.0	0.0
152272	[ετους] - σε[βαστου] [ ιε]ρωμε [νης ---]λιανης η α -[---].	Makedonia (Bottiaia) — Beroia — Leukopetra — 213/214 or 215/216 AD	1692	Northern Greece (IG X)	1485	Macedonia 	 213/214 or 215/216 AD	215.0	216.0	1.0
231751	[----]ος τρυφωνο[ς] [---]υσιος.	Att. — Athens: Agora — aet. Rom.	1701	Attica (IG I-III)	1700	Attica	 aet. Rom.	-200.0	600.0	0.0
191239	[--]ς αριστ[--] [καθ υοθεσι]αν δε [---] [--]υ[--].	Rhodos Isl. — Lindos — 2nd c. BC	1699	Aegean Islands, incl. Crete (IG XI-[XIII])	1627	Rhodes and S. Dodecanese (IG XII,1) 	 2nd c. BC	-200.0	-101.0	0.0
315195	ευρουδικα αριστομενεος σεραπιδι ισιδι ανουβιδι ευχαν.	Boiotia — Thespiai — 1st c. BC — BCH 50 (1926) 425,48	1698	Central Greece (IG VII-IX)	1691	Megaris, Oropia, and Boiotia (IG VII) 	 1st c. BC 	-100.0	-1.0	0.0
220884	[--]νομος τυβι ετους ουεσπα[σιανου ---].	Eg. — Kynopolis — 78/79 AD	1695	Egypt, Nubia and Cyrenaïca	1694	Egypt and Nubia	 78/79 AD	78.0	79.0	0.0
28596	ιαρομνα[μον]ες αριστ[οκρατ]ης τιμοκρ[ατη]ς αρισ[τ-----]ς τελεα[ς]. γρο[φη]ς τιμυλ[--] α--ο[--].	Epidauria — Epidauros — 4th/3rd c. BC	1690	Peloponnesos (IG IV-[VI])	1643	Epidauria (IG IV²,1) 	 4th/3rd c. BC	-400.0	-201.0	0.0
